7	0.5	-0.8	1.19	
8	0	-4.2	-5.73	
-3	-1.5	-1.3	25.04	
0	0	-0.6	-4.66	
0	0	-0.3	3.85	
0	-0.5	0.3	0.87	
0	1.5	8.6	1.63	
4	0.5	-0.3	0.65	
0	1	1.5	-17.77	
-1	0.5	-0.5	0.32	
0	0	2.4	-0.14	
0	1	-2	-0.78	
1	-2.5	0.5	-0.32	
4	-21.5	0.3	1.54	
0	0	-2.3	1.09	
-1	0	-1	0.96	
-2	0	-3	-1.52	
0	-1	-1.5	-2.4	
1	0.5	0.8	-0.94	
-1	-11	-0.4	2.88	
-1	-1.5	0.2	-0.14	
0	0.5	-12.2	-0.04	
-1	0	5.6	7.2	
0	0	-0.8	-0.34	
1	0	0.9	0.14	
0	4	14.1	-15.41	
2	0	3.2	0.53	
0	-2	-0.4	1.16	
0	0	-0.7	1.24	
-87	-0.5	0.3	-1.55	
0	-1	-3	-1.66	
0	0.5	1.3	-0.95	
-3	0	-0.4	2.4	
0	0	0.9	-19.14	
1	2.5	1.8	-0.56	
0	0	0.2	6.92	
0	2	0.1	3.98	
0	1	8	0.46	
-2	0	1.7	2.18	
0	-1	0.6	0.2	
0	0.5	-0.4	0.47	
0	-0.5	-2.2	1.96	
-1	-12.5	0	-0.52	
-1	100.5	-2.5	5.28	
1	0	1	-0.06	
0	0	-0.2	-0.61	
0	0	1.7	-0.21	
0	0.5	-0.8	3.04	
-6	0	-1.1	-0.82	
1	1.5	-1	3	
-2	-1	0.6	0.18	
1	0	-0.6	-5.6	
2	-0.5	0.8	0.82	
2	2	1.2	5.92	
2	1.5	0.5	0.91	
0	0	-5	-0.21	
-29	0	1	0.36	
-1	-1	0.4	34.2	
0	1	0	1.09	
1	-3	1.4	-4.37	
0	1	0.2	-0.64	
-3	0	-1.1	0.54	
0	-7	0.6	0.17	
-10	0	-1.1	6.17	
1	1	-0.8	-2.89	
-1	0	0.7	-0.07	
0	1	-111	0.2	
-1	-0.5	2.4	0.57	
92	-63.5	-0.7	349.65	
0	-1	0.2	-0.47	
319	-2	-1.4	0.58	
-1	0.5	0.6	5.58	
0	-3	3.4	-0.6	
1	0	-0.3	4.61	
0	-1	-0.4	1.35	
0	1	-0.4	8.92	
0	-49.5	-0.6	-2.2	
-1	-0.5	1.7	0.69	
1	0.5	-0.4	1.49	
0	-0.5	2.3	-2.16	
-1	1	-2.2	0.21	
-1	-0.5	-0.9	-0.35	
0	-2.5	-0.4	0.65	
-1	-0.5	2.8	0.63	
0	0.5	0.1	0.84	
0	-2	-0.4	-1.02	
-5	2	-0.5	0.64	
0	-3	-3	116.81	
2	0.5	0.4	-0.83	
5	-0.5	-11.2	0.07	
1	2	1.1	-1.04	
1	-1.5	-0.6	0.6	
-53	0	0	-0.86	
0	0.5	33	2.3	
0	30.5	1.1	-3.64	
0	3	0.1	-1.08	
-7	0	-0.5	1.01	
0	0.5	-4.3	18.24	
3	0	-1.7	0.83	
-7	0.5	0.1	1.25	
0	0	-5.4	-0.73	
1	0.5	1.2	-0.6	
0	-2	-3.3	-0.89	
0	1	-1.3	6.38	
-2	0	-13.3	0.81	
0	0.5	0.7	0.85	
0	-0.5	-2.5	5.56	
0	0.5	-57.5	-1.06	
0	0	0.3	-0.63	
-1	0	-1.2	1.84	
0	2	0.2	-1.11	
81	1	-0.6	-1.09	
-6	0	88.1	2.72	
-11	0.5	-2.5	-4.28	
-2	0.5	-0.3	0.06	
0	1	-0.5	-0.29	
0	-2.5	0.3	-0.02	
0	-2	1.8	0.63	
2	-1	-2.8	-0.05	
0	-0.5	0.6	-0.35	
0	0.5	4.5	4.39	
0	-5.5	0.6	5.28	
1	0	0.1	-0.28	
0	2.5	0.7	0.02	
0	0	1.2	-0.36	
-7	-0.5	-0.6	-1.12	
0	-19.5	-0.6	0.59	
0	-0.5	-0.8	0.66	
0	0	-22.8	1.74	
-2	-0.5	2.7	-9.63	
0	-19	0.2	-0.83	
-1	-0.5	2.1	0.93	
0	23.5	-0.3	0.41	
0	-0.5	-0.4	1.37	
0	0	0.6	-0.69	
0	-2.5	0.3	0.07	
-2	1.5	0.1	0.34	
2	0	-3.4	-1	
-1	-1	0.5	-0.41	
0	-50	-2.2	0.94	
0	-3.5	-3.4	0.5	
-6	1.5	-0.8	2.6	
12	1.5	1.2	-0.56	
1	-1	0.7	-0.04	
-3	1	-4.2	0.23	
0	-34	-0.3	-1.63	
0	-4.5	-0.2	-0.7	
0	0.5	-0.7	1.04	
0	0	2.2	-0.28	
0	2.5	-1.7	-5.07	
19	-1	-1	0.24	
0	0	-17.6	-1.77	
-2	0.5	0.9	-1.67	
0	-1	-0.8	-13.81	
-1	0.5	-0.3	-0.83	
-1	-0.5	0.2	-0.22	
4	-8	1.4	0.42	
3	0	0.3	0.32	
-8	2	-8.2	-2.11	
0	0	-0.8	-1.8	
-2	0	2	-0.06	
-17	0	-0.2	0.25	
0	10.5	13.6	-2.33	
0	0	3.5	-1.44	
-2	-0.5	0.1	6.73	
0	3.5	0.3	4.75	
75	0	-0.1	-0.1	
1	-2.5	1.2	-0.03	
-5	-1	-0.6	14.05	
32	-0.5	-1.5	-0.63	
2	0	-12.4	-0.31	
-5	0	-4	-0.49	
1	6.5	-0.1	0.43	
0	64	-1	0.14	
0	7.5	-0.8	-1.07	
31	-0.5	0.9	-0.22	
6	-16.5	0.4	0.08	
-1	1	-26.2	23.23	
3	-0.5	0.3	-12.17	
-16	12.5	1.3	0	
10	-2.5	-0.4	0.14	
6	0	-1.1	3.96	
-53	0	-2.5	0.32	
3	-93	0	-0.67	
3	0	-1.5	1.98	
0	-1	1.1	-1.95	
3	-0.5	-4	-3.45	
-30	0	-0.1	0.75	
1	-0.5	0.7	0.57	
0	0	0	4.02	
0	-1	-4.3	17.25	
0	-2	-1.1	0.09	
-2	0	0.5	0.47	
0	0.5	-3.2	0.63	
0	0	-0.4	0.74	
-2	-2	-4	0	
0	-4	1.4	-40.65	
0	0	7.5	0.89	
-309	-3.5	-0.3	0.01	
0	-45	-0.2	0.55	
4	-1.5	0.9	-0.86	
0	2	0.2	3.04	
0	4.5	0.7	-3.08	
0	3	-2.2	14.2	
-3	0.5	1	-1.94	
0	0	0.2	5.24	
-8	0	0.5	-2.27	
0	1	1.4	0.58	
0	1	-0.1	1.3	
-4	0.5	-0.6	1.92	
0	-1	-0.3	-0.43	
0	-1	-97.1	-0.38	
0	-2	1.3	-1.15	
-4	1	-1.6	3.11	
3	0.5	1.1	0.01	
2	-19.5	-0.4	52.72	
-76	2	-0.3	1.28	
0	1.5	-0.3	0.88	
1	-4.5	-0.9	-1.08	
0	4.5	2.1	27.55	
1	-0.5	6	-0.14	
0	0	-0.1	-23.19	
0	0	1.7	-6.37	
2	0.5	-0.2	-20.13	
0	-5	-3.9	1.34	
3	2	2.4	-0.53	
1	3.5	-13.1	0.04	
-4	-3.5	1	-0.81	
-19	0.5	1	0.4	
-9	1	0.4	-0.65	
0	0	-3.2	-4.47	
0	6	-3.5	2.64	
0	0	0.5	-4.72	
1	5	-0.3	0.33	
-3	1	-6.3	-3.26	
-4	0.5	-1.7	-1.4	
0	-5.5	-0.5	-1.07	
-2	-2	5.5	-0.13	
9	1.5	-0.9	1.39	
-1	-0.5	-1.3	-1.82	
0	2	-0.2	-5.6	
-5	21	0.4	-1.37	
0	1	0.1	-5.81	
-7	4.5	-0.9	1.58	
0	1	-0.2	-0.84	
0	0	-1	0.75	
0	-7	-0.3	-2.16	
3	0	2.4	0.33	
0	-1	-3.9	-1.09	
0	-0.5	-9.8	0.14	
2	0.5	4.6	-2.05	
0	0	1.9	0.49	
0	0	-0.4	0.12	
0	0.5	2.4	0.13	
1	20	-1.2	0.32	
1	0	-0.9	-0.76	
-1	-18	0.5	8.84	
0	1.5	-0.5	0.26	
0	1	4.1	1.36	
0	0	2.7	-0.27	
0	0.5	-1.2	1.34	
0	1.5	83	-1.44	
0	-23	-0.9	2.28	
0	-0.5	0.7	-0.04	
-1	8.5	-0.7	0.36	
0	0	-3.8	2.41	
0	0	0.5	1.16	
-3	0	0.2	-0.44	
0	-1	-0.2	0.91	
-1	0.5	0.4	0.25	
1	-1.5	-3.2	-0.02	
0	-0.5	-0.5	1.15	
-2	17	-1	-1.15	
-3	-2	-0.2	-0.39	
0	0	-1.1	-1.28	
-1	55	-2	0.34	
-7	-1	1.7	-2.18	
0	3.5	2.4	-0.21	
0	1	4.8	-1.02	
-1	0.5	5.7	-0.63	
1	1	3.3	0.78	
-2	-0.5	1.6	-6.06	
0	-0.5	1.5	0.15	
1	0.5	0.4	-0.63	
0	0.5	-1.5	0.39	
-1	-11	3.8	-0.06	
0	0	-1.3	-3.86	
0	1.5	-2.3	0.83	
0	-1	-0.4	-5.24	
-6	0.5	0.7	0.85	
0	0	2.1	5.93	
0	-0.5	0.3	1.46	
0	-0.5	3.5	0.16	
-10	2	-1	-1.38	
0	1.5	-1.2	0.01	
-7	-0.5	1.6	-1.21	
-1	-0.5	0.1	-1.31	
5	-2	4	-0.63	
0	-3.5	6.5	-1.08	
0	0	1.1	1.1	
-1	-2.5	-0.4	1.54	
1	0	0.7	-1.54	
0	-0.5	0.4	0.93	
3	-1	0	-2.95	
2	-0.5	-4.8	0.83	
-4	0	0.2	0.18	
0	1.5	-0.1	-0.03	
2	-8	0.2	-2.29	
1	-0.5	1	0.98	
-2	-0.5	0.6	5.35	
-1	-1	0.2	-1.71	
-1	1.5	1.6	2.79	
1	0	1.7	0.64	
0	0.5	-5.3	0.07	
153	0	0	-4.99	
1	0	-1.1	0.9	
-3	-0.5	2.3	6.39	
-1	0	0.8	-3.83	
0	-0.5	0.8	36.52	
-1	1	-29.1	1.97	
-1	-1	-7	-2.69	
0	9.5	-0.1	-0.08	
2	1.5	-0.1	17.43	
0	1	0.3	0.41	
-2	0	-0.1	0.15	
0	17	-2	-1.52	
0	0.5	-4	0.92	
0	3.5	1.3	7.83	
0	-0.5	0.2	-3	
-1	1805	-1.5	1.06	
-1	0	-1.5	0.03	
0	-0.5	0.2	0.47	
0	1.5	-0.8	-39.81	
0	3	-0.3	-1.95	
0	0	0.4	-1.43	
-1	3	2.9	-0.11	
1	0.5	0.5	0.12	
0	5.5	31.1	-2	
0	-2	0.9	2.33	
0	-3	1.8	-0.73	
-1	-0.5	-9	-58	
0	0	5.8	-0.08	
1	-1	-3.2	-0.94	
-2	-2	0.5	0.63	
-7	0	0	-390.83	
-1	-1	5.4	0.4	
0	-1	-0.6	0.11	
0	-0.5	-4.1	0.02	
-1	0	0.1	-0.43	
-1	-0.5	-0.4	6.27	
0	0	-1.9	-1.36	
0	-0.5	-0.1	-0.39	
0	0	12	-5.81	
9	-1	1.7	-6	
-12	0	7.7	-0.37	
0	0.5	-0.3	0.67	
-2	-3	0	-0.16	
-1	0	20.5	2.58	
0	0	0.2	-0.71	
-1	0	-0.7	0.52	
0	-5.5	-0.2	0.32	
44	-0.5	-0.2	0.16	
0	3.5	0.6	-6.18	
0	0.5	1.8	0.37	
0	-0.5	-1.2	-27.79	
0	4.5	-3.3	-0.91	
-3	8	-0.1	-0.26	
0	-2.5	-0.3	1.37	
-1	-0.5	1.6	-0.48	
-2	0	0.9	-2.51	
3	1.5	-2.9	0.81	
-14	6.5	-5.6	-0.47	
2	24.5	-3.7	0.05	
1	-1.5	1.4	-0.32	
-1	0	-42.8	-0.04	
0	-0.5	-0.2	-0.3	
0	-0.5	-0.1	2.98	
0	0	0.4	-0.62	
3	19.5	2.9	0.2	
0	0	0.8	-2.81	
3	-0.5	0.3	0.04	
0	-0.5	5.3	-1.33	
-2	0	-1.2	0.04	
3	-0.5	-0.4	0.25	
0	-2	-0.2	-1.07	
-1	2.5	-0.9	19.98	
3	0	5.1	0.15	
3	2	0.6	-0.23	
0	-7.5	1.1	0.42	
0	-0.5	-2.9	-0.96	
0	0	-1.1	0.3	
5	0	-0.6	-8.7	
1	2	40.4	1.49	
1	-33.5	-0.1	-1.02	
-2	3.5	-1.6	0.59	
0	2	0.8	-0.46	
-1	2.5	0.2	1.88	
-10	0	-3.1	-0.98	
0	-19.5	0.4	1.93	
0	-1	-233.1	-2.25	
0	-2.5	0	-0.9	
0	0	-6.1	0.08	
-1	-0.5	1.1	-3.37	
0	0.5	0	2.67	
-2	-3.5	12.8	4.55	
-1	0	-3.7	-1.84	
3	1.5	-0.1	-4.97	
-3	0.5	-1.2	-11.89	
11	4.5	-0.3	-1.21	
0	-0.5	26.8	-1.11	
-4	-1.5	1.5	-0.09	
-2	4.5	-2	-0.2	
0	-0.5	0.5	1.48	
39	0.5	1.7	1.13	
1	5	3.1	-0.38	
0	-0.5	-0.4	-0.22	
-1	-2	-1.3	-0.5	
-3	1	-0.1	-1.49	
0	2.5	4.5	3.51	
0	-1.5	-2	-43.32	
-13	-2.5	0.3	2.48	
0	0	6.3	2.66	
0	0	3	8.52	
0	2.5	1.5	-2.92	
0	-4.5	-1.3	0.91	
0	-0.5	0.6	2.08	
-1	-0.5	0.2	-29.95	
2	-0.5	-4.3	-0.15	
0	-0.5	-0.9	-0.2	
0	0	-18.6	2.25	
0	-0.5	1.4	0.33	
0	-3.5	-0.1	0.59	
0	-16.5	-0.7	0.57	
3	0	-0.1	-0.51	
-3	0	0.7	0.52	
-17	-1	-0.9	0.72	
-44	-1	2	13.36	
0	-3	3	1.22	
-3	0	-0.7	-0.05	
-56	1.5	0.4	6.05	
0	0.5	-0.4	-1.39	
0	-1	-0.6	-1.12	
-1	0	1	0.71	
7	0.5	1.2	1.1	
-2	-0.5	-0.2	-0.01	
0	0.5	0.9	1.85	
0	81.5	1412.1	0.31	
0	0.5	-0.6	427.9	
-18	-2	0.9	0.58	
1	0	0.9	0.49	
-3	4	0.2	-0.32	
-1	0	3.6	0.39	
0	-0.5	-1.2	-0.03	
6	-0.5	0	-6.14	
0	-0.5	1.8	-0.74	
1	-1	0.8	-17.31	
0	0	-0.3	0.17	
2	-15.5	5.5	1.09	
0	2.5	1.2	-4.94	
0	103.5	-0.1	1.09	
38	0.5	0.5	0.66	
6	0	3.5	0.33	
0	0.5	-1.9	-2.12	
0	-5	-0.6	0.65	
0	1	0.7	2.11	
0	1	-1.4	-0.71	
-4	-0.5	0.2	4.33	
1	0	0.3	-2.82	
0	2	1.1	-1.84	
-6	9	0.2	0.13	
-8	0.5	0.4	4.11	
0	0	0.1	2.35	
-18	0	-0.2	-0.52	
0	2.5	277.7	-1.58	
0	-3.5	0.8	-2.25	
0	0	2.6	2.86	
9	0	1.3	-0.5	
-1	4.5	0.6	-3.67	
0	0	0.3	2.49	
0	0	-1.1	-1.17	
0	-1	-0.1	-1.76	
0	-0.5	-7.4	-0.8	
-2	-3.5	-0.1	-1.12	
0	0	17.3	4.74	
0	-1	-0.7	-9.87	
1	18	1.6	0.63	
0	37.5	6.8	-0.38	
-1	-2	-4.3	2	
3	3	22.3	-1.61	
0	0	23.2	22.38	
0	1	7	-0.22	
0	0	0.1	-0.22	
1	-2.5	1.4	-6.77	
0	0	-5	1.54	
-5	-0.5	1.1	-0.67	
0	1.5	2.3	0.78	
0	2	0.3	-0.85	
-9	1.5	2.9	0.73	
0	0	-0.3	0.08	
-2	-1	0.4	-1.57	
0	-1.5	-0.4	1.32	
0	0.5	-7.9	-1.18	
-7	0	5.7	0.93	
0	0	-0.4	0.99	
-1	2	-8.6	1.22	
0	0.5	-5	-0.6	
0	0	-12.3	-0.01	
2	-0.5	0.2	0.82	
0	0	-0.3	-1.78	
0	-3.5	-1.1	-3.3	
0	9	-0.3	-1.32	
0	2.5	-0.5	7.75	
5	0.5	0.6	-2.72	
26	1	1.2	24.41	
-2	0	0.5	-0.08	
0	-692	-0.2	1.52	
0	0	-1	-2.57	
0	0.5	-0.2	0.49	
0	-0.5	0.9	-1.55	
-1	0	3	2.5	
1	-2.5	1.5	-2.34	
7	30.5	-0.9	0.87	
0	0.5	0.6	-1.01	
-2	-0.5	15.3	-0.04	
-6	-10.5	0.5	-6.34	
-7	1	4	-1.39	
0	1	-803.5	-0.4	
1	7	0.8	0.59	
-1	0	10.7	0.08	
-1	0.5	-1	-0.67	
0	-1	-20.1	0.36	
1	0	1.3	0.59	
-1	-0.5	-0.5	-11.55	
0	-0.5	0.4	1.03	
-2	0.5	-0.5	-2.95	
3	-5	0	-1.14	
0	1	0.1	-1.49	
0	0	0.9	0.12	
-1	-0.5	-0.1	1.21	
1	0	-8.7	-0.24	
0	1.5	0.1	0.01	
-1	4	-0.8	-0.37	
0	2	-0.3	-2.16	
2	3	6.6	-0.39	
0	0.5	0.2	-3.48	
0	3	0.1	0.48	
-8	1	0.8	0.85	
0	0	-1	1.51	
0	0.5	10.4	1.04	
0	0	0.4	-1.64	
-2	0	3.3	1.72	
2	0	0.8	0	
4	0.5	8.7	-1.56	
0	0	0.5	-0.06	
0	0.5	0.2	-0.56	
1	0.5	0.1	1.62	
-1	0	-1.9	3.41	
0	-0.5	2.2	4.69	
1	0	0.7	-40.13	
1	0.5	0.5	-1.71	
0	-14.5	0	-22.06	
-1	5.5	5.4	2.9	
0	2	4.4	9.02	
-1	0	-15.8	1.84	
0	-1.5	0	-0.69	
1	3.5	-1.3	3.61	
-18	-1	0.1	0.62	
-2	0	4.7	1.39	
0	4	0.2	-1.38	
8	-1.5	-1	0.77	
-20	-7	3.4	12.04	
0	0	-0.8	-2.45	
0	-1.5	0.8	-0.08	
0	-2.5	-1.5	0.29	
0	2.5	-0.7	1.67	
1	-1	-0.2	-0.27	
0	-1.5	2.9	2.29	
-1	0.5	-0.8	-0.45	
0	0	0.8	-4.34	
0	8	-0.6	-0.06	
0	-0.5	0	8.69	
0	0	0.5	0.04	
0	1.5	2.1	0.36	
1	2.5	8.9	0.28	
-1	0.5	1.5	-3.01	
0	1	-1.2	-0.85	
0	0.5	7	0.14	
0	-2.5	-25.3	-0.53	
0	0	-1.3	-0.5	
-1	0	0.5	-0.87	
0	0	0.1	-0.1	
0	0	-0.6	-0.17	
0	-1	0.2	0.64	
1	1.5	-2.5	0.38	
0	-2.5	-0.2	-1.59	
3	0	0.7	-0.06	
0	0	-4.7	5.83	
0	1.5	0	-0.38	
0	1	-0.3	2.26	
0	0	0.6	2.18	
0	-0.5	-3.4	0.21	
0	0	-6	5.03	
0	0.5	-0.7	-0.3	
0	4	0.5	-7.36	
1	0.5	-0.1	-1.2	
21	8.5	4	0.04	
0	-0.5	-0.3	0.63	
1	-39.5	0.5	-2.28	
0	-0.5	0.9	-27.96	
0	0	0.4	1.59	
0	0.5	11.2	-3.26	
0	-2	0.8	0.62	
0	-2	-1.7	-0.12	
2	-1	-1.8	-0.06	
14	0.5	-0.1	-0.72	
0	0	2.2	0.2	
-3	0.5	-1.1	1.43	
1	0	0.4	0.75	
-2	4.5	-0.9	-0.17	
-1	-0.5	-3.6	0.26	
3	1.5	-2.6	-0.37	
7	-2	1.3	-0.06	
0	0.5	0.7	-1.93	
0	1	6.9	0.25	
0	1	3.7	0.78	
-1	-0.5	-9645.2	7.79	
1	0	-0.9	-0.12	
0	-4	-5.9	5.04	
0	0	-1.1	1.33	
0	-0.5	-2	-11.11	
0	7	-2	0.12	
0	-13	0.2	0.68	
0	-0.5	0.6	1.58	
0	-1.5	0.9	1.58	
0	0	3.4	-6.62	
4	0	-0.1	-1.78	
0	0	1	0.05	
0	-1	0.6	-1.41	
0	-1	0.2	-0.73	
1	1.5	0.9	1310.72	
0	0	4.6	0.62	
0	4	-0.4	0.53	
0	-1	-1.3	0.16	
0	-5	-0.3	0.06	
3	0	-3	-0.73	
0	-0.5	0.9	-0.87	
-10	0	-0.3	0.94	
0	1	0.4	-0.36	
0	-0.5	-0.8	2.02	
-1	0	-0.4	-1.54	
1	8	1.1	0.9	
-3	0	-1	-0.39	
2	-1	-0.1	1.97	
0	4.5	-1.8	-0.31	
5	10.5	-0.8	0.85	
0	1.5	-17.3	0.49	
0	0	0.4	14.15	
-4	0	-1.2	-1.74	
0	-1	1.2	1.93	
0	-0.5	-0.8	-1.21	
0	0	-0.4	2.82	
1	-2.5	-0.2	-2.41	
38	2	2	1.5	
0	-14.5	1.1	2.76	
-1	0	1.5	-0.25	
0	0	5.1	0.13	
-1	0.5	-2.3	0.71	
0	-2	-0.9	-3.12	
0	0.5	-0.7	5.46	
0	0	-1.3	0.93	
0	0.5	-0.6	-0.07	
9	0.5	2.3	-1.02	
0	0	3.5	2.43	
0	0	0.9	0.59	
3	-0.5	0.1	-0.2	
0	0	-0.6	25.15	
0	0	-0.7	0.24	
-4	-4	0.5	-0.99	
-2	5.5	8.5	0.44	
-2	1	0.5	2.51	
2	-1.5	-3.8	0.32	
1	-2.5	0.2	-21.22	
-2	0	0.2	-0.77	
-2	-1	0.2	-4.1	
0	0.5	4	0.76	
0	1.5	-1.1	-0.07	
4	6	-3.4	4.68	
0	3	2	1.01	
0	0	-0.1	-5.7	
0	-1	-1.1	-1.96	
0	0	-118.1	-0.62	
5	0	7.9	1.52	
0	2	7.9	-4.04	
0	-0.5	0.1	0.08	
0	10.5	1.2	-1.35	
7	-0.5	-0.6	-92.95	
-2	0	0.8	-0.93	
0	1	-0.6	-0.08	
1	0.5	-0.9	-3.28	
-1	-8.5	-143.8	-1.09	
-1	0	0.3	4.32	
0	737.5	-0.8	0.01	
-43	0	-4.6	4.55	
0	-0.5	5.4	2.01	
-1	2.5	0.2	3.32	
5	0	1.1	-18.53	
-1	1	0.4	-0.31	
0	0	-1.7	-0.02	
-2	2	2.7	1.06	
1	0.5	-0.2	6.82	
0	0	-5	-0.77	
-2	-0.5	1.4	-1.99	
-1	1	1.5	0.56	
-1	0	1.4	0.01	
0	0	0.6	62.25	
0	37.5	-2	-0.03	
0	5	0.8	-0.25	
0	0	4.1	-0.28	
1	-1	0	0.28	
0	0	-0.5	0	
0	1.5	-2.6	-0.94	
2	0	0.8	1.66	
7	0.5	1	-0.08	
-4	0	-0.2	0.72	
0	-1.5	-8	1.52	
-1	-8	-0.2	-2.02	
0	-3.5	1.3	0.59	
27	6.5	-5	-2.31	
1	0.5	-0.9	-3	
0	-4	1.8	-3.32	
1	0	31.6	-1.18	
0	1.5	6.2	0.39	
1	1	8.2	1.03	
0	1	0.9	5.79	
-1	0	-3.9	-1.94	
0	0.5	1.3	-6.98	
1	-1.5	1.7	2.19	
1	0.5	3.1	14.04	
112	0.5	-0.2	8.09	
-2	0.5	-13.6	2.42	
0	-1	2.2	9.57	
0	7	0	0.04	
23	0	-1.3	-1.91	
-11	0.5	0	3.61	
0	0	-5.8	-0.58	
0	-0.5	-0.2	-0.65	
-1	-0.5	0.7	0.95	
-1	0	-0.2	-1.2	
3	0	-5.7	1.32	
37	-79.5	-0.6	1.17	
1	1	-5.1	1.7	
-4	1	-0.9	-1.3	
-3	4.5	1.1	-0.37	
-2	-1.5	-1.9	-2.73	
0	10	0.3	-2.88	
